name,tweet,created_at,retweets,likes
Donald J. Trump,Hillary will never reform Wall Street. She is owned by Wall Street!,2016-07-29 03:52:46,16260,42621
Donald J. Trump,"""Hillary Clinton needs to address the racist undertones of her 2008 campaign."" #FlashbackFriday",2016-08-26 02:58:51,16246,30814
Donald J. Trump,Thank you to our great Police Chiefs &amp; Sheriffs for your leadership &amp; service. You have a true friend in the @WhiteHouse. We support you!,2017-02-08 15:23:29,16243,90479
Donald J. Trump,"""The first 90 days of my presidency has exposed the total failure of the last eight years of foreign policy!"" So true. @foxandfriends",2017-04-17 12:07:16,16235,76361
Donald J. Trump,"Bill Clinton is right: Obamacare is 'crazy', 'doesn't work' and 'doesn't make sense'. Thanks Bill for telling the truth.",2016-10-05 21:19:48,16227,40404
Donald J. Trump,'U.S. Consumer Comfort Just Reached Its Highest Level in a Decade' ➡️,2017-03-09 22:36:27,16224,67721
Donald J. Trump,"Wow, @FoxNews just reporting big news. Source: ""Official behind unmasking is high up. Known Intel official is responsible. Some unmasked....",2017-04-01 16:50:36,16213,61577
Donald J. Trump,"The Democrats are most angry that so many Obama Democrats voted for me. With all of the jobs I am bringing back to our Nation, that number..",2017-01-15 13:59:29,16207,79513
Donald J. Trump,"The Democrats will make a deal with me on healthcare as soon as ObamaCare folds - not long. Do not worry, we are in very good shape!",2017-03-28 02:03:17,16184,81319
Donald J. Trump,I will be interviewed on @60Minutes tonight after the NFL game - 7:00 P.M. Enjoy!,2016-11-13 16:33:26,16182,77191
Maxine Waters,It can't be lost in the chaos that Trump's campaign is still under FBI investigation for colluding w/ Russians to undermine our democracy,2017-04-18 12:57:00,16179,30916
Maxine Waters,We can't go a day w/o learning a new lie re: Trump's team &amp; Russia. Sessions should be fired. He has no business leading DOJ. Get him out!,2017-05-24 22:33:47,16167,36861
Donald J. Trump,"I am running against the Washington insiders, just like I did in the Republican Primaries. These are the people that have made U.S. a mess!",2016-08-09 11:59:25,16159,45647
Senator Tim Kaine,"Thinking about my daughter right now. No little girl will ever again have to wonder whether she, too, can be president.",2016-11-09 01:30:02,16154,72963
Donald J. Trump,"If elected POTUS - I will stop RADICAL ISLAMIC TERRORISM in this country! In order to do this, we need to #DrainTheSwamp!",2016-10-20 15:52:38,16148,37815
Donald J. Trump,"Thank you to Bob Woodward who said, ""That is a garbage document...it never should have been presented...Trump's right to be upset (angry)...",2017-01-15 20:04:38,16147,70033
Donald J. Trump,#CrookedHillary #PayToPlay,2016-10-23 19:08:42,16146,26835
Donald J. Trump,A country that Crooked Hillary says has funded ISIS also gave Wild Bill $1 million for his birthday? SO CORRUPT!,2016-10-16 13:15:03,16145,29269
Adam Schiff,It'll make you sick. GOP's new bill let's states waive protections for those with pre-existing conditions - but exempts Members of Congress!,2017-04-26 13:01:12,16137,16840
Donald J. Trump,Congratulations Stephen Miller- on representing me this morning on the various Sunday morning shows. Great job!,2017-02-12 15:41:55,16131,103428
Donald J. Trump,I settled the Trump University lawsuit for a small fraction of the potential award because as President I have to focus on our country.,2016-11-19 13:34:38,16123,89784
Donald J. Trump,EXCLUSIVE: FBI Agents Say Comey ‘Stood In The Way’ Of Clinton Email Investigation:,2016-10-18 01:42:15,16121,25797
Donald J. Trump,"""groveling"" when he totally changed a 16 year old story that he had written in order to make me look bad. Just more very dishonest media!",2017-01-09 11:43:26,16119,69521
Donald J. Trump,"Crooked H is nasty to Sanders supporters behind closed doors. Owned by Wall St and Politicians, HRC is not with you.",2016-10-01 17:01:31,16118,30374
Donald J. Trump,Republicans must get out today and VOTE in Georgia 6. Force runoff and easy win! Dem Ossoff will raise your taxes-very bad on crime &amp; 2nd A.,2017-04-18 10:46:19,16116,63001
Donald J. Trump,The F-35 program and cost is out of control. Billions of dollars can and will be saved on military (and other) purchases after January 20th.,2016-12-12 13:26:13,16116,59469
Donald J. Trump,.@VP Mike Pence will be speaking at today's #MarchForLife -- You have our full support!,2017-01-27 16:30:29,16105,88886
Bernie Sanders,I have run for office many times but I haven't tried to suppress the voting rights of those who oppose me. That is what cowards do.,2017-02-20 21:20:01,16098,64387
Maxine Waters,"Trump's campaign is under an FBI counterintelligence investigation. His former NS advisor is asking for immunity. Your move, Republicans. 🇺🇸",2017-03-31 01:18:33,16097,37204
